flight_id,avg_boarding_no,total_boarding_passes
15391,34.5000,68
15392,16.5000,32
15398,28.0000,55
15400,28.5000,56
15401,27.5000,54
15403,28.0000,55
15404,28.0000,55
15406,29.5000,58
15407,28.5000,56
15409,30.5000,60
15410,34.0000,67
15412,37.0000,73
15413,34.0000,67
15415,38.5000,76
15416,41.0000,81
15418,40.5000,80
15420,41.0000,81
15421,43.0000,85
15423,41.5000,82
15424,45.5000,90
15426,41.0000,81
15427,40.0000,79
15429,43.5000,86
15430,43.0000,85
15432,42.0000,83
15433,40.0000,79
15435,44.5000,88
15436,44.0000,87
15438,39.0000,77
15439,45.5000,90
15441,34.5000,68
15442,39.0000,77
15458,26.5000,52
15461,35.5000,70
15462,31.5000,62
15464,36.5000,72
15467,34.5000,68
15468,27.0000,53
15472,34.0000,67
15473,34.0000,67
15474,27.0000,53
15475,32.5000,64
15478,27.0000,53
15482,33.0000,65
15486,27.0000,53
15489,34.0000,67
15491,33.0000,65
15495,33.0000,65
15496,29.5000,58
15499,32.5000,64
15500,27.0000,53
15503,34.0000,67
15505,33.5000,66
15506,27.0000,53
15507,35.5000,70
15508,34.5000,68
15509,35.0000,69
15511,32.0000,63
15512,31.5000,62
15513,33.0000,65
15515,27.5000,54
15516,34.5000,68
15518,27.0000,53
15519,30.0000,59
15523,3.0000,5
15524,12.0000,23
15526,18.5000,36
15589,8.5000,16
15591,7.0000,13
15594,10.0000,19
15596,9.0000,17
15598,15.0000,29
15599,4.0000,7
15601,7.5000,14
15603,9.5000,18
15604,3.5000,6
15606,7.0000,13
15608,11.5000,22
15610,4.0000,7
15611,9.5000,18
15615,9.0000,17
15616,3.0000,5
15617,8.5000,16
15618,8.0000,15
15620,11.5000,22
15621,10.0000,19
15623,4.5000,8
15627,8.5000,16
15630,9.0000,17
15632,9.0000,17
15635,7.5000,14
15636,9.5000,18
15638,12.0000,23
15639,3.5000,6
15642,11.5000,22
15643,6.5000,12
15646,9.5000,18
15647,5.5000,10
15649,15.5000,30
15650,17.0000,33
15651,19.5000,38
15652,24.5000,48
15654,17.5000,34
15656,21.0000,41
15657,22.5000,44
15658,23.0000,45
15660,20.0000,39
15661,16.5000,32
15666,22.5000,44
15667,21.0000,41
15668,22.0000,43
15672,10.5000,20
15675,22.0000,43
15677,25.0000,49
15678,24.5000,48
15679,11.5000,22
15681,20.0000,39
15683,12.0000,23
15689,13.5000,26
15690,18.0000,35
15693,16.5000,32
15695,12.0000,23
15696,20.5000,40
15697,12.0000,23
15701,12.0000,23
15702,22.0000,43
15704,9.0000,17
15707,13.0000,25
15708,16.0000,31
15711,8.5000,16
15718,7.5000,14
15719,7.5000,14
15720,6.5000,12
15721,6.0000,11
15722,3.0000,5
15724,7.5000,14
15725,6.5000,12
15726,4.0000,7
15728,6.5000,12
15732,5.5000,10
15733,2.5000,4
15734,7.0000,13
15737,11.0000,21
15739,4.0000,7
15741,4.5000,8
15746,6.0000,11
15747,5.0000,9
15750,3.0000,5
15753,5.0000,9
15754,8.0000,15
15756,11.0000,21
15757,4.0000,7
15758,5.5000,10
15759,3.5000,6
15762,7.0000,13
15763,10.0000,19
15764,8.0000,15
15765,7.5000,14
15768,5.5000,10
15770,4.5000,8
15789,24.5000,48
15791,11.5000,22
15793,12.0000,23
15795,22.5000,44
15798,11.5000,22
15799,12.0000,23
15801,11.0000,21
15804,11.5000,22
15806,12.0000,23
15809,18.0000,35
15811,11.5000,22
15812,14.0000,27
15813,20.0000,39
15815,12.5000,24
15817,16.0000,31
15819,21.0000,41
15822,17.0000,33
15825,21.0000,41
15826,21.0000,41
15827,20.0000,39
15830,22.5000,44
15832,18.0000,35
15836,18.5000,36
15837,20.0000,39
15840,24.0000,47
15841,21.5000,42
15844,17.0000,33
15845,22.5000,44
15846,20.5000,40
15847,18.0000,35
15848,20.5000,40
15876,5.0000,9
15879,4.0000,7
15886,3.5000,6
15894,4.5000,8
15900,3.0000,5
15904,4.5000,8
15905,4.5000,8
15912,6.0000,11
15913,3.5000,6
15914,5.0000,9
15921,4.0000,7
15923,5.0000,9
15932,4.5000,8
15941,5.0000,9
15944,5.0000,9
15946,5.5000,10
15948,4.0000,7
15953,6.0000,11
15956,5.0000,9
15957,4.0000,7
15961,3.0000,5
15963,3.5000,6
15967,4.5000,8
15969,5.0000,9
15973,3.5000,6
15974,5.5000,10
15979,3.5000,6
15985,5.5000,10
15989,3.5000,6
15992,6.0000,11
15995,5.5000,10
16003,2.5000,4
16004,3.5000,6
16010,2.0000,3
16013,2.5000,4
16014,2.0000,3
16020,3.5000,6
16026,2.5000,4
16029,1.5000,2
16034,2.0000,3
16039,1.5000,2
16049,2.0000,3
16050,2.5000,4
16054,2.5000,4
16058,2.5000,4
16060,2.0000,3
16061,2.0000,3
16064,3.5000,6
16066,2.0000,3
16073,1.0000,1
16079,4.0000,7
16081,3.0000,5
16087,3.5000,6
16088,1.5000,2
16095,2.0000,3
16098,2.0000,3
16101,1.5000,2
16107,2.5000,4
16113,2.5000,4
16118,2.0000,3
16119,2.0000,3
16121,4.0000,7
16125,5.0000,9
16126,6.0000,11
16128,7.0000,13
16130,2.5000,4
16131,8.5000,16
16133,2.5000,4
16137,7.0000,13
16139,8.0000,15
16140,3.5000,6
16143,6.5000,12
16144,7.0000,13
16145,4.5000,8
16146,8.0000,15
16148,6.0000,11
16151,5.0000,9
16153,2.5000,4
16155,3.0000,5
16157,2.0000,3
16159,5.5000,10
16161,8.5000,16
16163,10.5000,20
16164,5.5000,10
16166,8.0000,15
16168,6.0000,11
16171,8.5000,16
16173,9.0000,17
16174,5.5000,10
16176,7.0000,13
16177,6.0000,11
16179,4.5000,8
16191,10.0000,19
16196,3.5000,6
16197,6.5000,12
16199,3.0000,5
16202,9.5000,18
16208,8.0000,15
16209,8.5000,16
16211,4.0000,7
16212,3.0000,5
16213,5.5000,10
16216,9.0000,17
16217,7.0000,13
16219,12.5000,24
16223,10.5000,20
16224,6.5000,12
16226,9.0000,17
16227,6.5000,12
16231,3.5000,6
16232,11.0000,21
16233,6.5000,12
16234,8.0000,15
16235,5.0000,9
16236,4.0000,7
16237,4.5000,8
16238,8.5000,16
16241,10.5000,20
16242,3.0000,5
16244,6.0000,11
16245,5.5000,10
16248,9.5000,18
16250,7.0000,13
16254,2.5000,4
16255,12.5000,24
16256,6.5000,12
16258,16.0000,31
16263,16.0000,31
16265,21.0000,41
16269,20.0000,39
16270,3.5000,6
16271,19.0000,37
16272,1.5000,2
16273,21.5000,42
16274,20.0000,39
16277,20.0000,39
16278,23.5000,46
16280,23.5000,46
16281,25.5000,50
16282,4.0000,7
16283,8.0000,15
16284,14.5000,28
16289,25.5000,50
16290,8.5000,16
16291,5.5000,10
16293,20.5000,40
16296,12.5000,24
16297,18.0000,35
16300,23.5000,46
16301,15.5000,30
16302,16.0000,31
16305,4.0000,7
16306,20.0000,39
16308,22.5000,44
16313,6.0000,11
16318,6.5000,12
16320,6.5000,12
16324,6.0000,11
16325,6.5000,12
16330,6.0000,11
16334,5.5000,10
16335,6.5000,12
16338,5.0000,9
16342,6.0000,11
16346,6.0000,11
16352,6.5000,12
16354,6.5000,12
16359,5.5000,10
16361,5.5000,10
16367,5.0000,9
16371,6.5000,12
16377,6.5000,12
16379,6.0000,11
16383,6.5000,12
16387,5.5000,10
16393,5.5000,10
16399,5.5000,10
16401,5.0000,9
16411,3.0000,5
16415,2.0000,3
16419,1.5000,2
16423,2.0000,3
16432,2.0000,3
16446,14.5000,28
16447,15.5000,30
16453,16.5000,32
16455,15.5000,30
16456,15.0000,29
16457,14.5000,28
16458,18.0000,35
16459,15.5000,30
16461,15.0000,29
16463,15.0000,29
16466,15.0000,29
16467,15.5000,30
16468,16.0000,31
16470,16.5000,32
16472,17.0000,33
16475,16.0000,31
16476,16.5000,32
16482,16.0000,31
16483,16.0000,31
16486,18.5000,36
16490,17.5000,34
16492,15.0000,29
16493,15.5000,30
16495,15.5000,30
16497,17.5000,34
16499,15.5000,30
16500,17.5000,34
16501,16.5000,32
16502,15.5000,30
16503,17.5000,34
16549,7.0000,13
16551,17.5000,34
16553,12.0000,23
16554,18.5000,36
16556,10.0000,19
16560,7.5000,14
16563,21.5000,42
16564,20.5000,40
16566,6.0000,11
16570,23.0000,45
16571,20.0000,39
16572,19.5000,38
16573,20.0000,39
16574,14.0000,27
16576,7.5000,14
16577,9.5000,18
16579,16.5000,32
16580,23.5000,46
16582,21.0000,41
16583,21.5000,42
16584,15.0000,29
16586,16.5000,32
16590,7.5000,14
16595,13.5000,26
16597,25.0000,49
16598,18.0000,35
16599,17.0000,33
16601,18.5000,36
16602,18.0000,35
16603,22.0000,43
16606,20.5000,40
16612,6.0000,11
16618,8.0000,15
16620,3.5000,6
16622,8.5000,16
16624,5.5000,10
16625,3.5000,6
16627,3.5000,6
16628,9.0000,17
16630,6.0000,11
16631,7.5000,14
16632,4.5000,8
16633,6.0000,11
16634,7.0000,13
16637,7.0000,13
16639,5.0000,9
16640,9.5000,18
16641,3.5000,6
16643,3.5000,6
16644,5.5000,10
16646,8.0000,15
16647,4.0000,7
16648,7.0000,13
16653,3.5000,6
16655,5.0000,9
16656,7.0000,13
16657,6.5000,12
16658,7.0000,13
16660,6.5000,12
16667,6.5000,12
16668,7.0000,13
16669,3.5000,6
16673,18.0000,35
16676,2.5000,4
16679,23.5000,46
16682,13.0000,25
16683,24.0000,47
16685,5.0000,9
16686,23.0000,45
16687,24.5000,48
16689,17.0000,33
16690,11.0000,21
16692,21.5000,42
16694,14.0000,27
16697,25.5000,50
16701,12.0000,23
16702,17.0000,33
16704,3.5000,6
16705,16.5000,32
16706,20.0000,39
16708,24.0000,47
16710,25.5000,50
16712,24.5000,48
16714,23.0000,45
16717,14.0000,27
16719,1.0000,1
16722,20.0000,39
16729,14.5000,28
17001,15.5000,30
17003,3.5000,6
17004,17.0000,33
17005,13.0000,25
17009,17.0000,33
17011,13.0000,25
17013,14.5000,28
17014,13.5000,26
17016,16.0000,31
17019,58.5000,116
17022,62.0000,123
17023,66.0000,131
17024,3.5000,6
17026,62.5000,124
17027,83.5000,166
17030,81.5000,162
17031,55.5000,110
17034,57.0000,113
17037,68.5000,136
17038,60.0000,119
17039,66.5000,132
17040,56.0000,111
17043,64.5000,128
17044,69.5000,138
17047,60.0000,119
17048,67.5000,134
17050,68.5000,136
17053,61.5000,122
17055,68.5000,136
17056,72.0000,143
17059,59.5000,118
17060,69.0000,137
17062,63.0000,125
17066,65.5000,130
17067,55.5000,110
17069,66.5000,132
17070,67.0000,133
17071,56.0000,111
17075,69.5000,138
17079,68.0000,135
17081,48.5000,96
17084,24.0000,47
17087,60.0000,119
17089,7.0000,13
17090,38.5000,76
17095,61.5000,122
17096,62.5000,124
17097,54.0000,107
17099,63.0000,125
17100,59.5000,118
17101,62.0000,123
17102,64.5000,128
17106,17.5000,34
17107,5.5000,10
17108,65.0000,129
17109,65.0000,129
17110,65.5000,130
17111,15.0000,29
17112,1.5000,2
17113,65.5000,130
17115,65.5000,130
17120,62.0000,123
17122,63.5000,126
17125,7.5000,14
17128,2.0000,3
17129,65.5000,130
17131,64.0000,127
17133,62.5000,124
17136,5.0000,9
17137,64.5000,128
17140,58.0000,115
17145,6.0000,11
17147,4.0000,7
17149,4.5000,8
17157,5.0000,9
17160,4.0000,7
17161,5.5000,10
17166,6.0000,11
17170,4.5000,8
17175,3.0000,5
17177,3.5000,6
17181,3.5000,6
17186,5.0000,9
17189,3.0000,5
17191,2.5000,4
17202,5.5000,10
17205,4.5000,8
17206,6.0000,11
17208,4.0000,7
17212,5.0000,9
17213,5.5000,10
17216,3.5000,6
17220,4.0000,7
17222,4.5000,8
17233,5.0000,9
17234,1.0000,1
17236,5.5000,10
17243,4.0000,7
17245,5.0000,9
17252,3.0000,5
17255,6.0000,11
17263,3.0000,5
17264,15.5000,30
17265,16.0000,31
17266,17.0000,33
17269,15.5000,30
17275,12.5000,24
17278,5.5000,10
17281,11.5000,22
17282,7.5000,14
17285,9.0000,17
17286,13.0000,25
17287,11.0000,21
17288,10.5000,20
17289,13.5000,26
17290,11.5000,22
17292,14.0000,27
17293,10.5000,20
17295,6.0000,11
17297,20.0000,39
17298,11.5000,22
17299,14.0000,27
17300,5.0000,9
17301,5.0000,9
17303,11.0000,21
17304,15.0000,29
17306,11.5000,22
17307,13.5000,26
17308,9.0000,17
17310,4.0000,7
17312,5.0000,9
17316,15.5000,30
17317,5.0000,9
17321,16.0000,31
17324,11.0000,21
17328,12.5000,24
17330,10.0000,19
17335,8.5000,16
17337,10.0000,19
17340,13.0000,25
17342,14.0000,27
17343,8.5000,16
17346,5.5000,10
17347,4.5000,8
17348,6.5000,12
17350,5.5000,10
17351,6.5000,12
17352,8.0000,15
17355,12.5000,24
17358,12.5000,24
17360,8.0000,15
17361,10.0000,19
17362,9.5000,18
17367,8.0000,15
17368,7.5000,14
17369,3.5000,6
17377,2.5000,4
17381,8.0000,15
17387,5.5000,10
17389,5.5000,10
17391,1.0000,1
17393,7.0000,13
17455,26.0000,51
17456,25.0000,49
17459,5.5000,10
17463,5.5000,10
17464,31.0000,61
17466,28.5000,56
17468,36.5000,72
17471,3.5000,6
17474,32.5000,64
17477,32.5000,64
17478,5.5000,10
17479,18.0000,35
17481,27.0000,53
17482,3.5000,6
17484,33.5000,66
17485,32.5000,64
17487,26.0000,51
17490,25.0000,49
17491,34.0000,67
17492,30.0000,59
17493,30.0000,59
17494,30.0000,59
17496,12.5000,24
17497,26.0000,51
17498,27.5000,54
17500,23.5000,46
17502,33.0000,65
17505,24.0000,47
17508,4.0000,7
17509,5.0000,9
17512,9.0000,17
17519,7.5000,14
17520,8.0000,15
17521,9.0000,17
17525,1.0000,1
17527,6.5000,12
17531,8.0000,15
17532,3.5000,6
17533,2.5000,4
17534,1.5000,2
17536,7.0000,13
17539,3.0000,5
17542,3.5000,6
17545,7.5000,14
17546,8.0000,15
17549,3.0000,5
17551,5.0000,9
17552,4.5000,8
17554,5.5000,10
17555,3.5000,6
17556,5.5000,10
17558,7.5000,14
17561,4.5000,8
17567,1.5000,2
17573,4.5000,8
17575,3.0000,5
17579,1.5000,2
17585,1.5000,2
17589,2.5000,4
17591,2.5000,4
17596,4.0000,7
17599,2.5000,4
17607,1.5000,2
17608,2.0000,3
17614,2.0000,3
17615,2.0000,3
17617,2.5000,4
17621,1.5000,2
17634,3.5000,6
17636,3.0000,5
17640,1.5000,2
17642,2.5000,4
17646,2.0000,3
17653,2.0000,3
17658,2.5000,4
17666,2.5000,4
17668,3.0000,5
17670,4.0000,7
17671,1.5000,2
17674,2.0000,3
17676,4.0000,7
17677,2.0000,3
17681,1.5000,2
17684,20.0000,39
17688,9.5000,18
17692,15.5000,30
17693,2.0000,3
17694,2.5000,4
17697,13.5000,26
17698,3.5000,6
17699,11.5000,22
17701,15.5000,30
17703,13.0000,25
17704,22.0000,43
17708,17.5000,34
17711,15.5000,30
17712,14.5000,28
17713,14.0000,27
17714,16.0000,31
17717,15.5000,30
17718,16.5000,32
17719,7.5000,14
17720,2.0000,3
17721,7.5000,14
17722,18.5000,36
17726,17.0000,33
17728,18.5000,36
17730,20.5000,40
17731,16.5000,32
17732,2.0000,3
17734,11.5000,22
17738,21.0000,41
17740,5.0000,9
17742,13.5000,26
17816,13.5000,26
17818,23.5000,46
17820,25.5000,50
17823,27.5000,54
17824,18.0000,35
17825,10.5000,20
17827,19.5000,38
17829,5.5000,10
17830,18.0000,35
17833,22.0000,43
17834,27.5000,54
17836,11.0000,21
17837,5.5000,10
17838,20.5000,40
17840,18.0000,35
17848,19.0000,37
17850,5.5000,10
17851,9.0000,17
17852,19.5000,38
17853,26.5000,52
17856,4.5000,8
17861,28.0000,55
17862,23.0000,45
17863,6.5000,12
17864,19.5000,38
17865,27.0000,53
17867,24.5000,48
17868,6.5000,12
17870,4.5000,8
17872,21.5000,42
17873,15.0000,29
17971,17.0000,33
17972,20.5000,40
17973,20.5000,40
17974,26.5000,52
17975,8.5000,16
17976,22.0000,43
17977,13.5000,26
17978,21.0000,41
17980,8.5000,16
17981,19.0000,37
17982,28.5000,56
17983,21.5000,42
17984,20.0000,39
17990,8.0000,15
17991,19.5000,38
17994,14.5000,28
17995,9.5000,18
17996,22.5000,44
17997,13.5000,26
18000,13.0000,25
18005,14.0000,27
18007,19.0000,37
18010,24.5000,48
18011,22.5000,44
18013,29.0000,57
18014,20.5000,40
18020,16.0000,31
18024,27.5000,54
18026,21.5000,42
18027,26.5000,52
18029,9.0000,17
18034,25.0000,49
18035,26.0000,51
18038,38.0000,75
18039,22.5000,44
18043,28.5000,56
18044,10.5000,20
18048,10.5000,20
18050,22.5000,44
18052,32.5000,64
18053,13.5000,26
18054,29.0000,57
18056,22.0000,43
18058,18.0000,35
18059,32.0000,63
18064,24.0000,47
18066,27.5000,54
18068,23.5000,46
18069,10.0000,19
18071,25.0000,49
18073,20.0000,39
18078,18.5000,36
18079,14.5000,28
18080,9.5000,18
18082,25.0000,49
18083,26.0000,51
18084,22.5000,44
18086,9.5000,18
18088,11.5000,22
18089,37.0000,73
18090,23.5000,46
18092,29.0000,57
18111,4.0000,7
18112,4.5000,8
18115,2.5000,4
18116,3.5000,6
18117,4.0000,7
18127,4.0000,7
18128,3.0000,5
18129,3.0000,5
18132,4.5000,8
18140,4.0000,7
18142,3.0000,5
18144,3.0000,5
18145,4.5000,8
18149,4.5000,8
18154,3.5000,6
18157,3.5000,6
18159,3.0000,5
18162,3.0000,5
18167,4.5000,8
18173,3.0000,5
18179,3.5000,6
18180,3.5000,6
18191,3.5000,6
18197,5.0000,9
18200,3.0000,5
18207,3.5000,6
18213,3.5000,6
18217,5.0000,9
18219,4.5000,8
18221,3.0000,5
18234,44.0000,87
18235,17.5000,34
18236,40.0000,79
18242,11.5000,22
18243,35.5000,70
18245,24.5000,48
18246,33.0000,65
18247,27.5000,54
18249,19.0000,37
18252,29.5000,58
18254,38.0000,75
18257,30.5000,60
18258,11.0000,21
18259,35.0000,69
18262,39.5000,78
18263,3.5000,6
18264,38.0000,75
18266,19.0000,37
18270,42.5000,84
18272,15.0000,29
18274,10.5000,20
18276,34.5000,68
18277,6.0000,11
18284,1.5000,2
18286,5.0000,9
18292,2.0000,3
18294,3.5000,6
18296,6.0000,11
18301,5.5000,10
18304,2.0000,3
18310,4.5000,8
18312,5.5000,10
18325,4.0000,7
18330,3.5000,6
18331,4.5000,8
18337,1.5000,2
18343,1.5000,2
18347,1.5000,2
18348,6.0000,11
18356,5.0000,9
18357,6.0000,11
18359,6.5000,12
18365,6.5000,12
18368,5.0000,9
18380,3.5000,6
18383,6.5000,12
18387,5.5000,10
18388,5.5000,10
18390,3.0000,5
18392,4.0000,7
18395,2.0000,3
18425,6.5000,12
18427,4.0000,7
18430,6.0000,11
18433,5.5000,10
18435,6.0000,11
18436,6.0000,11
18437,1.5000,2
18438,6.0000,11
18441,5.5000,10
18443,2.5000,4
18444,5.5000,10
18450,2.5000,4
18451,1.5000,2
18452,6.0000,11
18454,3.0000,5
18456,3.5000,6
18459,6.5000,12
18461,2.5000,4
18462,2.0000,3
18466,6.0000,11
18467,5.5000,10
18469,6.5000,12
18474,6.0000,11
18476,5.0000,9
18477,6.5000,12
18478,1.5000,2
18481,6.0000,11
18483,6.5000,12
18484,6.5000,12
18485,5.5000,10
18494,27.0000,53
18498,14.0000,27
18501,11.5000,22
18502,39.0000,77
18503,37.0000,73
18504,19.0000,37
18505,30.0000,59
18506,37.5000,74
18513,31.5000,62
18514,7.0000,13
18518,31.0000,61
18519,36.0000,71
18520,34.0000,67
18521,11.0000,21
18523,34.0000,67
18524,38.5000,76
18525,31.5000,62
18526,43.0000,85
18530,12.5000,24
18532,34.0000,67
18537,29.5000,58
18538,22.5000,44
18540,38.0000,75
18543,33.0000,65
18544,24.0000,47
18545,18.0000,35
18546,31.0000,61
18548,13.0000,25
18549,12.5000,24
18550,36.5000,72
18551,34.0000,67
18555,36.0000,71
18559,25.0000,49
18560,27.0000,53
18564,26.0000,51
18565,7.0000,13
18566,26.0000,51
18570,21.0000,41
18571,8.0000,15
18572,7.5000,14
18573,28.5000,56
18577,28.0000,55
18578,23.0000,45
18579,8.0000,15
18582,24.0000,47
18586,7.5000,14
18587,22.5000,44
18589,21.0000,41
18591,9.0000,17
18594,26.5000,52
18595,26.0000,51
18598,23.5000,46
18599,12.5000,24
18600,26.5000,52
18603,24.5000,48
18604,23.0000,45
18606,12.5000,24
18609,18.0000,35
18611,20.0000,39
18612,14.5000,28
18613,24.0000,47
18614,23.0000,45
18635,4.0000,7
18636,4.5000,8
18651,3.5000,6
18652,5.5000,10
18654,4.0000,7
18659,4.0000,7
18660,5.0000,9
18661,1.5000,2
18663,2.0000,3
18669,1.5000,2
18670,3.0000,5
18671,5.0000,9
18673,3.5000,6
18675,1.5000,2
18676,6.5000,12
18677,4.0000,7
18680,2.0000,3
18681,4.0000,7
18682,1.0000,1
18683,4.0000,7
18684,6.5000,12
18688,5.0000,9
18690,2.0000,3
18696,1.0000,1
18699,5.5000,10
18702,3.5000,6
18703,3.0000,5
18704,3.0000,5
18705,1.0000,1
18707,4.5000,8
18708,1.5000,2
18712,1.0000,1
18716,5.0000,9
18721,5.0000,9
18722,5.0000,9
18723,6.0000,11
18724,2.5000,4
18728,1.0000,1
18732,3.0000,5
18735,2.5000,4
18736,5.5000,10
18739,3.5000,6
18743,3.0000,5
18744,2.5000,4
18746,3.0000,5
18747,5.0000,9
18748,1.5000,2
18752,6.0000,11
18755,5.5000,10
18759,3.5000,6
18762,4.5000,8
18763,3.0000,5
18766,5.0000,9
18769,4.0000,7
18770,2.5000,4
18772,3.0000,5
18774,5.0000,9
18775,4.5000,8
18776,3.5000,6
18778,4.5000,8
18781,3.0000,5
18783,3.5000,6
18784,4.0000,7
18785,3.5000,6
18789,4.0000,7
18794,3.0000,5
18796,5.0000,9
18797,2.5000,4
18798,4.0000,7
18800,5.0000,9
18801,6.0000,11
18802,3.0000,5
18807,3.5000,6
18808,2.5000,4
18809,2.5000,4
18810,3.5000,6
18812,3.0000,5
18814,5.5000,10
18815,2.0000,3
18819,3.5000,6
18820,1.0000,1
18836,2.0000,3
18841,1.5000,2
18845,3.5000,6
18846,2.5000,4
18857,5.0000,9
18859,5.0000,9
18866,5.5000,10
18868,3.0000,5
18869,2.0000,3
18874,1.5000,2
18884,3.5000,6
18894,2.5000,4
18898,1.0000,1
18900,1.0000,1
18906,2.5000,4
18911,1.5000,2
18913,3.0000,5
18923,3.0000,5
18928,2.5000,4
18931,2.0000,3
18936,1.5000,2
18937,2.0000,3
18939,16.0000,31
18940,10.0000,19
18941,10.5000,20
18942,12.0000,23
18946,12.5000,24
18949,12.0000,23
18951,14.0000,27
18954,11.0000,21
18958,12.5000,24
18959,12.0000,23
18960,12.0000,23
18961,14.0000,27
18964,14.5000,28
18965,12.0000,23
18968,13.0000,25
18971,10.5000,20
18973,9.5000,18
18975,12.5000,24
18982,9.5000,18
18983,14.0000,27
18984,12.0000,23
18985,9.0000,17
18986,13.5000,26
18987,10.0000,19
18989,9.5000,18
18991,12.0000,23
18995,14.0000,27
18997,16.0000,31
18998,10.5000,20
18999,10.0000,19
19044,4.5000,8
19046,19.5000,38
19047,9.5000,18
19048,16.5000,32
19050,11.5000,22
19051,3.0000,5
19058,8.0000,15
19059,4.5000,8
19061,21.0000,41
19062,13.5000,26
19063,16.0000,31
19064,12.5000,24
19067,18.0000,35
19070,3.0000,5
19075,25.5000,50
19077,8.5000,16
19078,20.0000,39
19079,23.5000,46
19081,17.5000,34
19082,17.5000,34
19083,8.5000,16
19085,18.5000,36
19087,15.0000,29
19090,5.5000,10
19092,1.5000,2
19094,10.5000,20
19095,10.5000,20
19097,10.5000,20
19099,9.5000,18
19100,17.5000,34
19101,5.5000,10
19107,5.5000,10
19117,3.0000,5
19118,3.0000,5
19131,1.0000,1
19134,2.5000,4
19139,1.5000,2
19140,2.5000,4
19141,4.5000,8
19144,1.5000,2
19145,4.0000,7
19147,5.5000,10
19151,4.5000,8
19156,2.0000,3
19173,1.5000,2
19177,6.0000,11
19184,2.5000,4
19192,1.5000,2
19200,4.5000,8
19203,5.0000,9
19205,5.5000,10
19212,3.5000,6
19217,2.0000,3
19218,1.0000,1
19223,1.0000,1
19225,4.0000,7
19227,34.0000,67
19228,35.5000,70
19230,27.5000,54
19231,27.0000,53
19235,35.5000,70
19236,34.0000,67
19239,30.0000,59
19241,37.0000,73
19245,33.5000,66
19247,27.0000,53
19250,35.0000,69
19255,34.0000,67
19257,34.0000,67
19260,26.5000,52
19261,35.5000,70
19262,32.0000,63
19263,34.5000,68
19264,34.5000,68
19266,35.0000,69
19268,35.5000,70
19269,35.0000,69
19271,33.0000,65
19272,33.5000,66
19273,33.0000,65
19275,32.0000,63
19277,26.5000,52
19278,32.5000,64
19279,36.5000,72
19281,26.5000,52
19283,26.5000,52
19285,39.0000,77
19288,4.0000,7
19289,3.0000,5
19290,2.0000,3
19291,4.5000,8
19292,5.0000,9
19293,5.0000,9
19297,2.0000,3
19299,4.0000,7
19300,2.0000,3
19301,1.5000,2
19302,1.5000,2
19303,4.0000,7
19306,4.0000,7
19307,2.0000,3
19314,5.0000,9
19319,2.0000,3
19323,4.0000,7
19324,3.0000,5
19326,3.5000,6
19330,6.5000,12
19333,2.0000,3
19335,5.5000,10
19339,3.5000,6
19340,6.5000,12
19341,4.0000,7
19343,1.5000,2
19344,1.0000,1
19345,4.5000,8
19346,2.5000,4
19347,2.5000,4
19348,3.5000,6
19351,5.5000,10
19355,1.0000,1
19357,12.0000,23
19361,4.5000,8
19362,3.0000,5
19363,13.0000,25
19365,5.0000,9
19369,32.5000,64
19370,32.0000,63
19371,34.0000,67
19372,34.5000,68
19378,3.5000,6
19379,32.0000,63
19380,22.0000,43
19384,32.0000,63
19385,14.0000,27
19386,38.0000,75
19388,30.5000,60
19389,35.0000,69
19390,34.0000,67
19391,33.0000,65
19392,30.5000,60
19393,7.0000,13
19395,27.0000,53
19398,12.0000,23
19401,33.0000,65
19405,32.0000,63
19407,35.0000,69
19408,16.0000,31
19411,34.0000,67
19413,33.5000,66
19416,14.5000,28
19417,8.5000,16
19418,7.5000,14
19420,31.5000,62
19423,21.5000,42
19424,34.5000,68
19427,32.0000,63
19509,24.0000,47
19511,22.0000,43
19520,23.5000,46
19522,23.0000,45
19525,30.5000,60
19528,3.5000,6
19530,30.0000,59
19531,27.0000,53
19533,32.5000,64
19534,15.5000,30
19535,21.5000,42
19537,35.0000,69
19541,31.0000,61
19543,28.0000,55
19546,15.5000,30
19549,24.5000,48
19551,32.0000,63
19552,15.0000,29
19553,25.5000,50
19555,33.0000,65
19557,34.5000,68
19558,33.5000,66
19560,29.0000,57
19561,21.0000,41
19563,19.0000,37
19565,16.5000,32
19567,14.5000,28
19571,32.5000,64
19572,30.0000,59
19574,28.5000,56
19575,29.5000,58
19576,35.0000,69
19578,33.5000,66
19580,19.5000,38
19581,15.0000,29
19586,6.5000,12
19587,5.5000,10
19591,2.0000,3
19593,1.0000,1
19598,1.5000,2
19599,5.5000,10
19600,3.5000,6
19601,3.5000,6
19602,6.5000,12
19604,2.0000,3
19606,2.5000,4
19612,2.5000,4
19616,2.0000,3
19618,2.5000,4
19619,1.5000,2
19621,3.0000,5
19624,4.5000,8
19625,2.0000,3
19626,2.0000,3
19627,5.5000,10
19628,2.5000,4
19632,1.5000,2
19633,4.5000,8
19635,3.0000,5
19636,3.0000,5
19637,4.5000,8
19639,2.5000,4
19641,3.5000,6
19643,4.5000,8
19644,3.5000,6
19645,2.0000,3
19665,16.0000,31
19668,20.5000,40
19670,18.0000,35
19673,9.0000,17
19676,23.0000,45
19678,14.0000,27
19679,18.5000,36
19680,9.0000,17
