flight_id,flight_no,total_revenue
2648,PG0030,5300.00
28218,PG0032,10600.00
28210,PG0032,31800.00
28241,PG0032,10600.00
2670,PG0030,5300.00
28239,PG0032,15900.00
2558,PG0030,15900.00
28297,PG0032,26500.00
2636,PG0030,21200.00
2616,PG0030,15900.00
28257,PG0032,58300.00
2614,PG0030,15900.00
28223,PG0032,21200.00
2650,PG0030,15900.00
28228,PG0032,10600.00
28254,PG0032,53000.00
28219,PG0032,21200.00
2672,PG0030,21200.00
2573,PG0030,10600.00
28197,PG0032,26500.00
28259,PG0032,26500.00
28200,PG0032,47700.00
2612,PG0030,15900.00
28216,PG0032,31800.00
2596,PG0030,5300.00
2630,PG0030,15900.00
28213,PG0032,31800.00
2562,PG0030,5300.00
28262,PG0032,47700.00
2631,PG0030,5300.00
28253,PG0032,15900.00
28227,PG0032,31800.00
2615,PG0030,26500.00
2608,PG0030,5300.00
28236,PG0032,15900.00
2640,PG0030,21200.00
28282,PG0032,58300.00
2606,PG0030,10600.00
28221,PG0032,37100.00
2647,PG0030,15900.00
28270,PG0032,37100.00
28201,PG0032,21200.00
2676,PG0030,10600.00
28186,PG0032,21200.00
2588,PG0030,5300.00
28261,PG0032,10600.00
2603,PG0030,26500.00
28188,PG0032,58300.00
2634,PG0030,5300.00
2654,PG0030,15900.00
28291,PG0032,21200.00
2597,PG0030,5300.00
28288,PG0032,37100.00
2583,PG0030,15900.00
28199,PG0032,31800.00
2595,PG0030,5300.00
2602,PG0030,10600.00
28235,PG0032,26500.00
28284,PG0032,26500.00
2604,PG0030,5300.00
28183,PG0032,42400.00
2574,PG0030,37100.00
2587,PG0030,15900.00
28234,PG0032,31800.00
2568,PG0030,10600.00
2624,PG0030,31800.00
28208,PG0032,53000.00
28287,PG0032,31800.00
28196,PG0032,26500.00
28243,PG0032,37100.00
28248,PG0032,26500.00
2565,PG0030,21200.00
28231,PG0032,10600.00
2566,PG0030,5300.00
28206,PG0032,10600.00
2668,PG0030,5300.00
28286,PG0032,53000.00
2556,PG0030,15900.00
2652,PG0030,5300.00
28229,PG0032,15900.00
18258,PG0145,1423800.00
18242,PG0145,1633800.00
18249,PG0145,3457100.00
18235,PG0145,2718400.00
18245,PG0145,4216300.00
18236,PG0145,6866800.00
18247,PG0145,4616400.00
18243,PG0145,6101000.00
18234,PG0145,7544700.00
18246,PG0145,6175200.00
18257,PG0145,5307600.00
18254,PG0145,7130900.00
18252,PG0145,5307500.00
18256,PG0145,6053100.00
18244,PG0145,8642600.00
1328,PG0144,2853800.00
18237,PG0145,6114100.00
18233,PG0145,4548400.00
1331,PG0144,1898200.00
18240,PG0145,7348100.00
1320,PG0144,1355600.00
1329,PG0144,684700.00
18238,PG0145,5023200.00
18253,PG0145,4548500.00
18248,PG0145,5375500.00
18251,PG0145,4900800.00
497,PG0212,82700.00
522,PG0212,46900.00
527,PG0212,27600.00
529,PG0212,27600.00
12890,PG0214,9200.00
12944,PG0214,28500.00
12839,PG0214,36700.00
2227,PG0645,197400.00
24372,PG0646,78400.00
2209,PG0645,155400.00
2177,PG0645,154700.00
2179,PG0645,189700.00
2173,PG0645,154700.00
24332,PG0646,56000.00
2211,PG0645,161700.00
24373,PG0646,70000.00
2185,PG0645,140700.00
24355,PG0646,70700.00
2213,PG0645,197400.00
2201,PG0645,183400.00
2200,PG0645,204400.00
24365,PG0646,70700.00
24350,PG0646,70700.00
24347,PG0646,91700.00
2208,PG0645,175700.00
2220,PG0645,176400.00
2205,PG0645,163100.00
24319,PG0646,126000.00
24323,PG0646,113400.00
24326,PG0646,149100.00
2183,PG0645,141400.00
24375,PG0646,162400.00
2214,PG0645,189700.00
2178,PG0645,175700.00
2204,PG0645,176400.00
24364,PG0646,176400.00
2181,PG0645,191100.00
24341,PG0646,147700.00
2225,PG0645,147700.00
2192,PG0645,240100.00
24327,PG0646,168700.00
24352,PG0646,177800.00
2189,PG0645,191100.00
24339,PG0646,161700.00
2229,PG0645,142100.00
24376,PG0646,267400.00
2202,PG0645,176400.00
2172,PG0645,163100.00
24325,PG0646,219100.00
2194,PG0645,161700.00
24337,PG0646,175700.00
24357,PG0646,162400.00
24367,PG0646,183400.00
2219,PG0645,204400.00
24353,PG0646,154700.00
24335,PG0646,189700.00
2206,PG0645,154700.00
2190,PG0645,198100.00
24345,PG0646,219100.00
2197,PG0645,205100.00
24370,PG0646,175700.00
2216,PG0645,190400.00
2230,PG0645,170800.00
24358,PG0646,155400.00
2212,PG0645,205100.00
24346,PG0646,77000.00
24351,PG0646,161000.00
24344,PG0646,203700.00
24324,PG0646,203700.00
2174,PG0645,182700.00
2195,PG0645,161700.00
2203,PG0645,169400.00
24366,PG0646,191100.00
24343,PG0646,204400.00
24338,PG0646,204400.00
2198,PG0645,176400.00
2210,PG0645,107100.00
24328,PG0646,203000.00
2215,PG0645,156100.00
2222,PG0645,105700.00
24378,PG0646,182700.00
2228,PG0645,106400.00
24356,PG0646,84700.00
24363,PG0646,169400.00
24334,PG0646,205100.00
2221,PG0645,155400.00
2223,PG0645,112000.00
2193,PG0645,78400.00
24322,PG0646,219100.00
24348,PG0646,168700.00
2176,PG0645,78400.00
24330,PG0646,226800.00
2226,PG0645,28000.00
24368,PG0646,140700.00
2182,PG0645,42000.00
24320,PG0646,161700.00
2224,PG0645,28700.00
24321,PG0646,162400.00
24342,PG0646,182700.00
2217,PG0645,21000.00
2184,PG0645,28700.00
24379,PG0646,134400.00
2180,PG0645,29400.00
2207,PG0645,7000.00
24359,PG0646,183400.00
24340,PG0646,91000.00
2191,PG0645,7000.00
24377,PG0646,70000.00
24362,PG0646,105700.00
17024,PG0518,62200.00
17043,PG0518,1617600.00
17070,PG0518,1668600.00
17028,PG0518,1718600.00
1043,PG0517,490600.00
1087,PG0517,379400.00
1092,PG0517,704800.00
17025,PG0518,1144400.00
17032,PG0518,983200.00
17064,PG0518,856800.00
17058,PG0518,787400.00
23019,PG0707,41700.00
32042,PG0708,166700.00
23038,PG0707,31200.00
23029,PG0707,157200.00
23041,PG0707,167200.00
23011,PG0707,187800.00
23010,PG0707,240300.00
23044,PG0707,287100.00
23046,PG0707,193500.00
23013,PG0707,99400.00
23049,PG0707,261400.00
32049,PG0708,167200.00
23031,PG0707,318200.00
32052,PG0708,168600.00
32056,PG0708,178000.00
32100,PG0708,209400.00
32046,PG0708,198900.00
23042,PG0707,208900.00
32093,PG0708,177400.00
23006,PG0707,189300.00
23025,PG0707,266200.00
23056,PG0707,220800.00
32098,PG0708,208900.00
23000,PG0707,230500.00
32057,PG0708,198900.00
32067,PG0708,198900.00
23017,PG0707,271000.00
32089,PG0708,234900.00
23053,PG0707,172100.00
23026,PG0707,250300.00
23032,PG0707,219300.00
32075,PG0708,209100.00
23040,PG0707,286900.00
32048,PG0708,245400.00
32070,PG0708,240000.00
23034,PG0707,198400.00
32063,PG0708,235200.00
23059,PG0707,250900.00
23050,PG0707,255600.00
23057,PG0707,240600.00
32097,PG0708,208400.00
23021,PG0707,328900.00
32092,PG0708,267000.00
23004,PG0707,240600.00
32076,PG0708,234800.00
32087,PG0708,214600.00
32081,PG0708,214500.00
23008,PG0707,224400.00
23003,PG0707,277600.00
32095,PG0708,313700.00
23039,PG0707,287600.00
32071,PG0708,213900.00
23043,PG0707,224300.00
32077,PG0708,291700.00
32055,PG0708,303100.00
23045,PG0707,234700.00
32091,PG0708,235000.00
23027,PG0707,272200.00
32085,PG0708,229200.00
23014,PG0707,309300.00
32068,PG0708,240500.00
32064,PG0708,230500.00
23030,PG0707,329800.00
23009,PG0707,245700.00
32074,PG0708,203400.00
22999,PG0707,297400.00
23058,PG0707,291600.00
23018,PG0707,403100.00
32073,PG0708,252000.00
32083,PG0708,198200.00
23023,PG0707,439600.00
32041,PG0708,255600.00
32054,PG0708,246300.00
23051,PG0707,423600.00
32044,PG0708,287000.00
23012,PG0707,506800.00
32045,PG0708,225000.00
32059,PG0708,220700.00
23001,PG0707,392300.00
23028,PG0707,229700.00
32043,PG0708,208600.00
23002,PG0707,329600.00
23016,PG0707,334400.00
32086,PG0708,256700.00
23015,PG0707,193200.00
32072,PG0708,251600.00
32082,PG0708,276700.00
32080,PG0708,234400.00
23054,PG0707,114500.00
23033,PG0707,83700.00
23020,PG0707,162100.00
32053,PG0708,250500.00
32050,PG0708,276200.00
23024,PG0707,31200.00
32051,PG0708,225100.00
32084,PG0708,178000.00
23036,PG0707,78000.00
23055,PG0707,78700.00
23005,PG0707,26000.00
32090,PG0708,187700.00
32065,PG0708,208700.00
23048,PG0707,41600.00
32078,PG0708,157500.00
32047,PG0708,182800.00
32069,PG0708,109800.00
32040,PG0708,177900.00
10319,PG0376,776400.00
21926,PG0377,157200.00
10339,PG0376,634600.00
10373,PG0376,514600.00
10322,PG0376,497600.00
21929,PG0377,231000.00
10343,PG0376,560800.00
21947,PG0377,232600.00
10345,PG0376,776400.00
21949,PG0377,249600.00
10324,PG0376,651600.00
10371,PG0376,699400.00
21956,PG0377,248000.00
10351,PG0376,588400.00
21925,PG0377,234200.00
21913,PG0377,232600.00
10321,PG0376,620800.00
10354,PG0376,761000.00
21910,PG0377,309600.00
10375,PG0376,588400.00
21968,PG0377,295800.00
21963,PG0377,466800.00
10352,PG0376,637800.00
21965,PG0377,620800.00
10372,PG0376,668600.00
10368,PG0376,651600.00
21924,PG0377,543800.00
21944,PG0377,684000.00
10337,PG0376,591600.00
21915,PG0377,651600.00
10335,PG0376,637800.00
21939,PG0377,699400.00
10326,PG0376,730200.00
21964,PG0377,761000.00
10353,PG0376,573000.00
10358,PG0376,745600.00
21959,PG0377,451400.00
10320,PG0376,607000.00
21914,PG0377,776400.00
21932,PG0377,497600.00
10347,PG0376,573000.00
10334,PG0376,682400.00
21942,PG0377,591600.00
10350,PG0376,682400.00
21941,PG0377,651600.00
10370,PG0376,667000.00
21962,PG0377,776400.00
10325,PG0376,699400.00
21936,PG0377,607000.00
21957,PG0377,699400.00
10323,PG0376,590000.00
10365,PG0376,605400.00
21919,PG0377,667000.00
10364,PG0376,637800.00
21940,PG0377,573000.00
21935,PG0377,684000.00
10336,PG0376,619200.00
10332,PG0376,699400.00
21916,PG0377,559200.00
21953,PG0377,543800.00
21966,PG0377,776400.00
10367,PG0376,559200.00
10330,PG0376,684000.00
10346,PG0376,607000.00
21952,PG0377,650000.00
10362,PG0376,468400.00
21928,PG0377,622400.00
10360,PG0376,622400.00
21943,PG0377,668600.00
21961,PG0377,745600.00
10363,PG0376,263400.00
21927,PG0377,668600.00
21954,PG0377,449800.00
21934,PG0377,605400.00
10328,PG0376,497600.00
10369,PG0376,526800.00
21950,PG0377,634600.00
10366,PG0376,357400.00
10318,PG0376,154000.00
21917,PG0377,761000.00
21958,PG0377,466800.00
10327,PG0376,342000.00
10331,PG0376,201800.00
10356,PG0376,109400.00
21945,PG0377,761000.00
10361,PG0376,218800.00
21951,PG0377,684000.00
21920,PG0377,622400.00
21922,PG0377,607000.00
10355,PG0376,140200.00
21946,PG0377,619200.00
21960,PG0377,483800.00
21931,PG0377,653200.00
21911,PG0377,556000.00
10348,PG0376,61600.00
21921,PG0377,622400.00
21908,PG0377,511400.00
21918,PG0377,513000.00
12305,PG0259,428900.00
29590,PG0260,106800.00
12310,PG0259,17800.00
29611,PG0260,286500.00
12299,PG0259,199200.00
12296,PG0259,213600.00
29616,PG0260,252600.00
12312,PG0259,485700.00
29612,PG0260,357700.00
12319,PG0259,233100.00
29607,PG0260,213600.00
29598,PG0260,250900.00
12298,PG0259,395000.00
12300,PG0259,286500.00
29606,PG0260,306000.00
12317,PG0259,467900.00
29602,PG0260,393300.00
12316,PG0259,464500.00
12314,PG0259,288200.00
29614,PG0260,234800.00
12309,PG0259,377200.00
29593,PG0260,377200.00
29601,PG0260,268700.00
12313,PG0259,341600.00
29594,PG0260,322100.00
12301,PG0259,517900.00
12318,PG0259,772200.00
29609,PG0260,179700.00
12307,PG0259,320400.00
29591,PG0260,233100.00
29605,PG0260,304300.00
12306,PG0259,521300.00
29603,PG0260,412800.00
12295,PG0259,361100.00
12308,PG0259,357700.00
29596,PG0260,304300.00
29604,PG0260,378900.00
12311,PG0259,231400.00
29597,PG0260,521300.00
12294,PG0259,106800.00
29600,PG0260,341600.00
29592,PG0260,341600.00
29613,PG0260,393300.00
29610,PG0260,286500.00
11112,PG0569,964200.00
17140,PG0570,1101100.00
11081,PG0569,1046000.00
11079,PG0569,1022300.00
11115,PG0569,1061000.00
11117,PG0569,1037400.00
11083,PG0569,1036600.00
11108,PG0569,1030300.00
11096,PG0569,1093200.00
11095,PG0569,1101200.00
11091,PG0569,1069700.00
11104,PG0569,1163700.00
11111,PG0569,1155800.00
11077,PG0569,1180200.00
11098,PG0569,1172300.00
11103,PG0569,1164300.00
11121,PG0569,1179500.00
11125,PG0569,1187300.00
11090,PG0569,1172300.00
11127,PG0569,1203100.00
11074,PG0569,1124900.00
11093,PG0569,1203800.00
11106,PG0569,1164500.00
11073,PG0569,1187400.00
11102,PG0569,1219600.00
11119,PG0569,1219600.00
11122,PG0569,1211700.00
11084,PG0569,1203800.00
11105,PG0569,1211700.00
11110,PG0569,1211700.00
11089,PG0569,1172300.00
11130,PG0569,1219600.00
11124,PG0569,1195200.00
11133,PG0569,1195900.00
17105,PG0570,1084600.00
11132,PG0569,1188000.00
17117,PG0570,1211700.00
11109,PG0569,1180200.00
11094,PG0569,1219600.00
17119,PG0570,808400.00
11075,PG0569,1211700.00
17098,PG0570,783400.00
11118,PG0569,1195900.00
17126,PG0570,910300.00
11086,PG0569,1219600.00
17121,PG0570,515100.00
11085,PG0569,1219600.00
11101,PG0569,1219600.00
17080,PG0570,657200.00
11128,PG0569,1219600.00
17138,PG0570,333700.00
11100,PG0569,1188100.00
1082,PG0517,286600.00
17127,PG0570,213200.00
11099,PG0569,1219600.00
17092,PG0570,284700.00
11120,PG0569,1195900.00
1095,PG0517,265200.00
17114,PG0570,205800.00
1073,PG0517,164200.00
17135,PG0570,119100.00
11123,PG0569,1046100.00
11126,PG0569,1029500.00
11082,PG0569,846600.00
11114,PG0569,728600.00
11088,PG0569,529400.00
11131,PG0569,475400.00
11076,PG0569,324300.00
17021,PG0518,879200.00
11080,PG0569,553600.00
17036,PG0518,756800.00
11078,PG0569,293500.00
17061,PG0518,499800.00
754,PG0055,25900.00
15900,PG0056,18500.00
685,PG0055,25900.00
786,PG0055,40700.00
695,PG0055,40700.00
774,PG0055,33300.00
15973,PG0056,22200.00
697,PG0055,18500.00
674,PG0055,14800.00
15913,PG0056,22200.00
733,PG0055,11100.00
15963,PG0056,22200.00
735,PG0055,25900.00
15989,PG0056,22200.00
15886,PG0056,22200.00
724,PG0055,33300.00
737,PG0055,40700.00
15979,PG0056,22200.00
718,PG0055,40700.00
768,PG0055,22200.00
15948,PG0056,25900.00
15904,PG0056,29600.00
15961,PG0056,18500.00
771,PG0055,40700.00
15953,PG0056,40700.00
793,PG0055,37000.00
711,PG0055,29600.00
726,PG0055,37000.00
15992,PG0056,40700.00
770,PG0055,40700.00
15974,PG0056,37000.00
15914,PG0056,33300.00
15941,PG0056,33300.00
15969,PG0056,33300.00
672,PG0055,44400.00
15995,PG0056,37000.00
781,PG0055,40700.00
702,PG0055,25900.00
787,PG0055,33300.00
15894,PG0056,29600.00
15985,PG0056,37000.00
713,PG0055,40700.00
712,PG0055,29600.00
15967,PG0056,29600.00
15946,PG0056,37000.00
709,PG0055,40700.00
15921,PG0056,25900.00
679,PG0055,44400.00
15879,PG0056,25900.00
691,PG0055,22200.00
706,PG0055,22200.00
15956,PG0056,33300.00
789,PG0055,40700.00
15957,PG0056,25900.00
760,PG0055,29600.00
15923,PG0056,33300.00
676,PG0055,29600.00
15944,PG0056,33300.00
715,PG0055,25900.00
15932,PG0056,29600.00
699,PG0055,40700.00
719,PG0055,40700.00
15912,PG0056,40700.00
692,PG0055,37000.00
736,PG0055,44400.00
15876,PG0056,33300.00
15905,PG0056,29600.00
15887,PG0056,44400.00
710,PG0055,44400.00
775,PG0055,25900.00
15951,PG0056,33300.00
15884,PG0056,37000.00
730,PG0055,40700.00
15972,PG0056,44400.00
698,PG0055,33300.00
784,PG0055,37000.00
15881,PG0056,37000.00
15927,PG0056,29600.00
742,PG0055,29600.00
15925,PG0056,37000.00
684,PG0055,14800.00
15891,PG0056,37000.00
15940,PG0056,37000.00
773,PG0055,18500.00
779,PG0055,25900.00
15890,PG0056,33300.00
756,PG0055,18500.00
15958,PG0056,44400.00
15919,PG0056,29600.00
777,PG0055,14800.00
693,PG0055,37000.00
15901,PG0056,40700.00
15883,PG0056,37000.00
729,PG0055,18500.00
15898,PG0056,25900.00
727,PG0055,14800.00
15987,PG0056,33300.00
15955,PG0056,18500.00
15977,PG0056,18500.00
1681,PG0095,1777000.00
21707,PG0096,822700.00
21730,PG0355,349500.00
24836,PG0014,174900.00
1661,PG0095,1573700.00
21741,PG0355,330000.00
1642,PG0095,906000.00
21746,PG0355,172300.00
1672,PG0095,1675300.00
21772,PG0355,317400.00
1695,PG0095,822700.00
21774,PG0355,155700.00
1646,PG0095,1523700.00
21726,PG0355,320500.00
1687,PG0095,1777200.00
21743,PG0355,350300.00
1698,PG0095,1576700.00
21736,PG0355,310000.00
1657,PG0095,1677100.00
21723,PG0355,337100.00
21714,PG0096,770900.00
24833,PG0014,152200.00
1656,PG0095,1892300.00
21759,PG0355,373200.00
21718,PG0096,739300.00
24816,PG0014,145500.00
1647,PG0095,1523700.00
21752,PG0355,287700.00
21689,PG0096,819400.00
24854,PG0014,168600.00
1641,PG0095,1827300.00
21738,PG0355,366700.00
21681,PG0096,839200.00
24841,PG0014,152600.00
1689,PG0095,1810500.00
21754,PG0355,356500.00
1676,PG0095,1825600.00
21740,PG0355,359500.00
21673,PG0096,887800.00
24861,PG0014,175600.00
1653,PG0095,1673900.00
21747,PG0355,343600.00
21688,PG0096,667700.00
24837,PG0014,157700.00
1640,PG0095,1610300.00
21750,PG0355,323900.00
21704,PG0096,870900.00
24835,PG0014,178000.00
1697,PG0095,1540400.00
21777,PG0355,317000.00
21709,PG0096,1073200.00
24872,PG0014,217900.00
1675,PG0095,1992500.00
21724,PG0355,393000.00
1688,PG0095,1810600.00
21765,PG0355,350100.00
21705,PG0096,1289800.00
24858,PG0014,254100.00
1650,PG0095,1505300.00
21751,PG0355,297300.00
21663,PG0096,1575100.00
24827,PG0014,310300.00
1651,PG0095,1608700.00
21735,PG0355,336300.00
21662,PG0096,1625100.00
24825,PG0014,294100.00
21678,PG0096,1625300.00
24857,PG0014,326800.00
21680,PG0096,1607100.00
24875,PG0014,317400.00
1678,PG0095,1994100.00
21745,PG0355,393000.00
21676,PG0096,1792100.00
24844,PG0014,353400.00
1694,PG0095,1842200.00
21776,PG0355,363000.00
21686,PG0096,1725500.00
24859,PG0014,346600.00
1677,PG0095,1475200.00
21727,PG0355,290800.00
21699,PG0096,1643600.00
24867,PG0014,330400.00
1643,PG0095,1625300.00
21762,PG0355,326200.00
1658,PG0095,1640500.00
21697,PG0096,1827200.00
21767,PG0355,336700.00
24856,PG0014,353600.00
21684,PG0096,1693800.00
24828,PG0014,346900.00
1684,PG0095,1709100.00
21725,PG0355,356300.00
21698,PG0096,1843800.00
24850,PG0014,349700.00
1685,PG0095,1677100.00
21764,PG0355,330600.00
21703,PG0096,1910600.00
24873,PG0014,376500.00
1692,PG0095,1825600.00
21733,PG0355,359800.00
1639,PG0095,1807300.00
21737,PG0355,356200.00
1665,PG0095,1944000.00
21771,PG0355,383100.00
21717,PG0096,1827100.00
24839,PG0014,333700.00
1668,PG0095,1844000.00
21748,PG0355,363500.00
21667,PG0096,1809000.00
24855,PG0014,356900.00
21691,PG0096,1843900.00
24865,PG0014,363400.00
1691,PG0095,1542100.00
21780,PG0355,329800.00
1662,PG0095,1843900.00
21775,PG0355,369300.00
21687,PG0096,1708700.00
24820,PG0014,336700.00
21695,PG0096,1708700.00
24843,PG0014,323700.00
21694,PG0096,1675600.00
24869,PG0014,356400.00
1699,PG0095,1859000.00
21773,PG0355,373200.00
21715,PG0096,1777300.00
24823,PG0014,356900.00
21685,PG0096,1743800.00
24852,PG0014,356700.00
1648,PG0095,1910700.00
21779,PG0355,376600.00
1696,PG0095,1944100.00
21739,PG0355,383200.00
21696,PG0096,1775600.00
24871,PG0014,356500.00
1652,PG0095,2010800.00
21783,PG0355,396300.00
21711,PG0096,1627000.00
24840,PG0014,320100.00
1666,PG0095,2027500.00
21755,PG0355,399600.00
21719,PG0096,1892300.00
24821,PG0014,366400.00
1659,PG0095,1792100.00
21753,PG0355,336700.00
21666,PG0096,1877200.00
24851,PG0014,369600.00
1690,PG0095,1860600.00
21766,PG0355,360100.00
1674,PG0095,1004600.00
21769,PG0355,175500.00
21720,PG0096,1777100.00
24876,PG0014,343700.00
1670,PG0095,1373200.00
21768,PG0355,264300.00
21690,PG0096,1660300.00
24842,PG0014,333400.00
1679,PG0095,1458200.00
21734,PG0355,261200.00
21674,PG0096,1827100.00
24834,PG0014,360000.00
21682,PG0096,1792200.00
24832,PG0014,353200.00
1667,PG0095,954500.00
21782,PG0355,194300.00
21702,PG0096,1660400.00
24862,PG0014,340300.00
21671,PG0096,1673800.00
24830,PG0014,336700.00
1686,PG0095,604100.00
21763,PG0355,115500.00
1649,PG0095,954400.00
21770,PG0355,180900.00
1655,PG0095,1106200.00
21760,PG0355,197800.00
21668,PG0096,1576900.00
24817,PG0014,310800.00
1663,PG0095,352000.00
21781,PG0355,56300.00
21722,PG0096,1742100.00
24838,PG0014,337100.00
21664,PG0096,1777100.00
24822,PG0014,343400.00
21679,PG0096,1608700.00
24868,PG0014,323600.00
1645,PG0095,300400.00
21761,PG0355,76200.00
21701,PG0096,1675400.00
24853,PG0014,323700.00
1693,PG0095,183700.00
21728,PG0355,42900.00
21721,PG0096,1657100.00
24874,PG0014,307400.00
1673,PG0095,116900.00
21756,PG0355,36100.00
1682,PG0095,183600.00
21665,PG0096,1657100.00
21742,PG0355,49200.00
24819,PG0014,313900.00
1671,PG0095,203500.00
21744,PG0355,39500.00
21708,PG0096,1640400.00
24866,PG0014,317100.00
21716,PG0096,1508400.00
24845,PG0014,287200.00
1660,PG0095,16700.00
1680,PG0095,66700.00
21693,PG0096,937800.00
24864,PG0014,165700.00
21713,PG0096,1359900.00
24848,PG0014,270900.00
2464,PG0142,2142400.00
27019,PG0143,1075500.00
2445,PG0142,1772200.00
2448,PG0142,3021100.00
2462,PG0142,1416900.00
2447,PG0142,2176900.00
27025,PG0143,610000.00
27033,PG0143,754400.00
2453,PG0142,1913900.00
27039,PG0143,1795400.00
2446,PG0142,1682600.00
2454,PG0142,2876500.00
27026,PG0143,1798400.00
2458,PG0142,1777900.00
27038,PG0143,1708700.00
27037,PG0143,2986500.00
2461,PG0142,2954700.00
2456,PG0142,1772300.00
27024,PG0143,1806600.00
2466,PG0142,2064200.00
27027,PG0143,2087200.00
27043,PG0143,2379100.00
2459,PG0142,1859000.00
2463,PG0142,1798300.00
2449,PG0142,2755100.00
27032,PG0143,2203100.00
27021,PG0143,1598400.00
2444,PG0142,1856000.00
27028,PG0143,2090100.00
2452,PG0142,2442900.00
27042,PG0143,2353400.00
2460,PG0142,1653900.00
27040,PG0143,1685500.00
2443,PG0142,1332900.00
27035,PG0143,3018200.00
2457,PG0142,462500.00
27022,PG0143,2150900.00
2455,PG0142,523200.00
27030,PG0143,1393200.00
2441,PG0142,407600.00
2465,PG0142,433800.00
27023,PG0143,2497900.00
27036,PG0143,1942600.00
27031,PG0143,1682700.00
27044,PG0143,1159200.00
13537,PG0305,747800.00
13533,PG0305,772200.00
13558,PG0305,784400.00
13505,PG0305,821000.00
13503,PG0305,769800.00
13541,PG0305,784400.00
13546,PG0305,783200.00
13523,PG0305,895400.00
19407,PG0306,1063800.00
13562,PG0305,834400.00
13542,PG0305,845400.00
19239,PG0510,805200.00
13556,PG0305,919800.00
13521,PG0305,822200.00
13540,PG0305,1002800.00
13563,PG0305,1028400.00
13531,PG0305,955200.00
13535,PG0305,943000.00
13509,PG0305,869800.00
13526,PG0305,944200.00
13549,PG0305,930800.00
13529,PG0305,919800.00
13532,PG0305,956400.00
13539,PG0305,1005200.00
13534,PG0305,1005200.00
19255,PG0510,939400.00
19368,PG0306,1104000.00
13506,PG0305,858800.00
13524,PG0305,832000.00
13510,PG0305,907600.00
13522,PG0305,991800.00
13545,PG0305,993000.00
13557,PG0305,943000.00
13538,PG0305,916200.00
13543,PG0305,991800.00
13544,PG0305,1041800.00
13559,PG0305,895400.00
13527,PG0305,1029600.00
19406,PG0306,673400.00
13513,PG0305,1052800.00
19383,PG0306,845400.00
13551,PG0305,980800.00
13554,PG0305,1038200.00
19404,PG0306,736800.00
13512,PG0305,1016200.00
13514,PG0305,979600.00
13504,PG0305,943000.00
19377,PG0306,561200.00
1472,PG0509,419100.00
19425,PG0306,416000.00
19414,PG0306,562400.00
13552,PG0305,795400.00
1413,PG0509,474100.00
19376,PG0306,527000.00
13548,PG0305,969800.00
19402,PG0306,244000.00
13525,PG0305,894200.00
1448,PG0509,266200.00
19397,PG0306,342800.00
13536,PG0305,797800.00
13518,PG0305,758800.00
1461,PG0509,134200.00
19426,PG0306,174400.00
13520,PG0305,697800.00
19267,PG0510,684200.00
1428,PG0509,132000.00
19381,PG0306,97600.00
13507,PG0305,525800.00
1456,PG0509,44000.00
19394,PG0306,48800.00
13517,PG0305,403800.00
13516,PG0305,294000.00
19246,PG0510,309100.00
13553,PG0305,134200.00
13530,PG0305,134200.00
19229,PG0510,199100.00
2261,PG0605,518100.00
2871,PG0454,118000.00
29309,PG0455,46200.00
2867,PG0454,88200.00
2852,PG0454,117600.00
29307,PG0455,29800.00
2883,PG0454,76000.00
2850,PG0454,110000.00
29310,PG0455,42000.00
2832,PG0454,84400.00
2876,PG0454,130600.00
29319,PG0455,37800.00
2831,PG0454,118800.00
2833,PG0454,106200.00
2846,PG0454,92400.00
29295,PG0455,38200.00
2853,PG0454,135200.00
29296,PG0455,54600.00
2884,PG0454,122200.00
29301,PG0455,54600.00
29293,PG0455,84000.00
2878,PG0454,168000.00
2829,PG0454,94000.00
29347,PG0455,79800.00
2881,PG0454,84400.00
29323,PG0455,88200.00
29338,PG0455,97400.00
2866,PG0454,113800.00
29313,PG0455,100800.00
2840,PG0454,130600.00
29330,PG0455,81000.00
2839,PG0454,105800.00
29340,PG0455,177200.00
2851,PG0454,127200.00
29331,PG0455,194400.00
2845,PG0454,121800.00
29299,PG0455,71400.00
2856,PG0454,160800.00
29337,PG0455,92800.00
2857,PG0454,126400.00
29294,PG0455,126400.00
29317,PG0455,113400.00
2848,PG0454,97000.00
29343,PG0455,105400.00
2865,PG0454,148200.00
29306,PG0455,114200.00
2873,PG0454,143600.00
29335,PG0455,109200.00
29353,PG0455,144000.00
2836,PG0454,122600.00
2825,PG0454,134400.00
29334,PG0455,101200.00
2870,PG0454,126000.00
29342,PG0455,96600.00
2859,PG0454,101200.00
29348,PG0455,97000.00
2830,PG0454,109200.00
2874,PG0454,97000.00
29302,PG0455,97000.00
2843,PG0454,110000.00
29351,PG0455,113800.00
29320,PG0455,97000.00
2854,PG0454,110800.00
2828,PG0454,92400.00
29314,PG0455,164600.00
2877,PG0454,135200.00
29341,PG0455,135600.00
2879,PG0454,88600.00
29308,PG0455,101600.00
2842,PG0454,138600.00
2882,PG0454,97000.00
29349,PG0455,75600.00
2860,PG0454,88200.00
29352,PG0455,80200.00
29321,PG0455,172600.00
2847,PG0454,50800.00
29311,PG0455,114600.00
2868,PG0454,25200.00
2826,PG0454,46200.00
29300,PG0455,100800.00
2875,PG0454,105000.00
29339,PG0455,173000.00
2827,PG0454,58800.00
29318,PG0455,139400.00
2849,PG0454,46200.00
29329,PG0455,84400.00
