flight_id,flight_no,departure_delay_minutes
16827,PG0010,1
16828,PG0009,3
16832,PG0010,3
16834,PG0010,3
16835,PG0009,4
16836,PG0009,4
16839,PG0010,2
16840,PG0010,3
16841,PG0009,6
16845,PG0010,1
16849,PG0009,2
16853,PG0010,4
16854,PG0009,3
16856,PG0009,5
16858,PG0010,3
16860,PG0009,3
16865,PG0009,3
16867,PG0010,2
16868,PG0009,3
16872,PG0010,2
16873,PG0009,3
16876,PG0010,4
16878,PG0010,4
16879,PG0010,2
16882,PG0010,2
16883,PG0009,4
16886,PG0009,5
16888,PG0010,2
16890,PG0009,3
16897,PG0009,3
16899,PG0009,2
16901,PG0009,3
16902,PG0009,5
16903,PG0010,5
16904,PG0010,188
16906,PG0010,2
16907,PG0010,5
16908,PG0010,3
16910,PG0010,2
16912,PG0009,2
16913,PG0009,1
16915,PG0009,3
16916,PG0010,3
16917,PG0010,172
16918,PG0009,7
16919,PG0010,6
16921,PG0010,1
16925,PG0497,2
16927,PG0497,2
16928,PG0497,2
16931,PG0497,1
16932,PG0497,6
16933,PG0497,4
16934,PG0497,2
16935,PG0497,3
16939,PG0497,4
16940,PG0497,4
16943,PG0497,7
16944,PG0497,3
16946,PG0497,4
16948,PG0497,1
16951,PG0497,1
16952,PG0497,4
16954,PG0497,3
16955,PG0497,3
16956,PG0497,2
16959,PG0497,3
16963,PG0497,6
16966,PG0497,4
16971,PG0497,2
16972,PG0497,4
16973,PG0497,4
16975,PG0497,3
16976,PG0497,4
16977,PG0497,2
16978,PG0497,4
16981,PG0497,3
16984,PG0392,4
16986,PG0392,3
16989,PG0392,1
16992,PG0392,3
16994,PG0392,2
16996,PG0392,1
16999,PG0392,5
17000,PG0392,4
17001,PG0141,3
17003,PG0141,5
17004,PG0141,3
17005,PG0141,3
17009,PG0141,3
17011,PG0141,7
17013,PG0141,4
17014,PG0141,3
17016,PG0141,3
17019,PG0518,1
17022,PG0518,5
17023,PG0518,3
17024,PG0518,3
17026,PG0518,3
17027,PG0518,2
17030,PG0518,5
17031,PG0518,2
17034,PG0518,1
17037,PG0518,2
17038,PG0518,236
17039,PG0518,3
17040,PG0518,2
17043,PG0518,6
17044,PG0518,4
17047,PG0518,4
17048,PG0518,3
17050,PG0518,2
17053,PG0518,6
17055,PG0518,1
17056,PG0518,3
17059,PG0518,1
17060,PG0518,4
17062,PG0518,185
17067,PG0518,6
17069,PG0518,1
17070,PG0518,2
17071,PG0518,5
17075,PG0518,3
17079,PG0518,5
17081,PG0570,4
17084,PG0570,3
17087,PG0570,4
17089,PG0570,2
17090,PG0570,3
17095,PG0570,183
17096,PG0570,4
17097,PG0570,4
17099,PG0570,5
17100,PG0570,3
17101,PG0570,2
17102,PG0570,1
17106,PG0570,3
17107,PG0570,3
17108,PG0570,6
17109,PG0570,3
17110,PG0570,6
17111,PG0570,4
17112,PG0570,1
17113,PG0570,4
17115,PG0570,4
17120,PG0570,4
17122,PG0570,4
17125,PG0570,3
17128,PG0570,4
17129,PG0570,1
17131,PG0570,3
17133,PG0570,2
17136,PG0570,4
17137,PG0570,3
17140,PG0570,1
17144,PG0058,5
17145,PG0059,3
17146,PG0058,5
17147,PG0059,1
17148,PG0058,4
17149,PG0059,4
17156,PG0058,2
17157,PG0059,181
17158,PG0058,4
17159,PG0058,174
17160,PG0059,4
17161,PG0059,3
17162,PG0058,3
17165,PG0058,4
17166,PG0059,1
17169,PG0058,4
17170,PG0059,2
17171,PG0058,5
17175,PG0059,1
17177,PG0059,5
17178,PG0058,3
17179,PG0058,7
17181,PG0059,1
17183,PG0058,2
17186,PG0059,1
17187,PG0058,5
17189,PG0059,2
17191,PG0059,3
17192,PG0058,3
17202,PG0059,3
17203,PG0058,1
17204,PG0058,3
17205,PG0059,2
17206,PG0059,4
17207,PG0058,1
17208,PG0059,1
17211,PG0058,4
17212,PG0059,4
17213,PG0059,6
17214,PG0058,3
17215,PG0058,2
17216,PG0059,2
17220,PG0059,3
17221,PG0058,2
17222,PG0059,2
17223,PG0058,3
17232,PG0058,7
17233,PG0059,3
17234,PG0059,132
17235,PG0058,6
17236,PG0059,6
17237,PG0058,3
17242,PG0058,4
17243,PG0059,2
17244,PG0058,7
17245,PG0059,3
17252,PG0059,3
17253,PG0058,1
17255,PG0059,4
17257,PG0059,3
17263,PG0705,1
17264,PG0705,3
17265,PG0705,4
17266,PG0705,3
17269,PG0705,2
17275,PG0137,2
17278,PG0137,2
17282,PG0137,2
17285,PG0137,3
17286,PG0137,1
17287,PG0137,3
17288,PG0137,3
17289,PG0137,2
17292,PG0137,3
17293,PG0137,237
17295,PG0137,3
17297,PG0137,2
17298,PG0137,3
17299,PG0137,4
17300,PG0137,2
17301,PG0137,4
17303,PG0137,2
17304,PG0137,184
17306,PG0137,5
17307,PG0137,4
17308,PG0137,4
17310,PG0137,2
17312,PG0137,2
17316,PG0137,3
17317,PG0137,4
17321,PG0137,5
17324,PG0137,4
17328,PG0137,2
17330,PG0137,1
17334,PG0511,4
17335,PG0511,8
17337,PG0511,4
17338,PG0511,6
17340,PG0511,1
17341,PG0511,4
17342,PG0511,1
17343,PG0511,172
17346,PG0511,5
17347,PG0511,3
17348,PG0511,3
17350,PG0511,3
17351,PG0511,4
17352,PG0511,201
17355,PG0511,4
17358,PG0511,188
17360,PG0511,1
17361,PG0511,4
17362,PG0511,3
17367,PG0511,2
17368,PG0511,3
17369,PG0511,3
17377,PG0511,2
17378,PG0511,4
17379,PG0511,3
17381,PG0511,2
17387,PG0511,1
17389,PG0511,6
17391,PG0511,1
17393,PG0511,1
17394,PG0418,3
17395,PG0418,2
17397,PG0418,3
17399,PG0418,193
17402,PG0418,2
17403,PG0418,6
17404,PG0418,2
17405,PG0418,1
17410,PG0418,1
17411,PG0418,7
17413,PG0418,3
17414,PG0418,5
17419,PG0418,7
17420,PG0418,7
17421,PG0418,215
17423,PG0418,2
17424,PG0418,1
17425,PG0418,4
17427,PG0418,5
17428,PG0418,4
17431,PG0418,3
17434,PG0418,2
17436,PG0418,3
17437,PG0418,1
17441,PG0418,1
17445,PG0418,8
17446,PG0418,3
17448,PG0418,3
17449,PG0418,5
17452,PG0418,4
17454,PG0418,5
17456,PG0135,3
17459,PG0135,2
17463,PG0135,3
17464,PG0135,4
17466,PG0135,3
17468,PG0135,2
17471,PG0135,5
17474,PG0135,4
17477,PG0135,4
17478,PG0135,4
17479,PG0135,1
17481,PG0135,3
17482,PG0135,2
17484,PG0135,2
17485,PG0135,5
17487,PG0135,3
17490,PG0135,2
17491,PG0135,5
17492,PG0135,4
17493,PG0135,4
17494,PG0135,2
17496,PG0135,1
17497,PG0135,231
17498,PG0135,4
17500,PG0135,5
17502,PG0135,178
17505,PG0135,4
17508,PG0135,2
17509,PG0135,2
17512,PG0135,2
17519,PG0173,3
17520,PG0173,2
17521,PG0173,2
17525,PG0173,4
17526,PG0173,4
17527,PG0173,3
17531,PG0173,1
17533,PG0123,5
17534,PG0123,4
17536,PG0123,2
17539,PG0123,8
17542,PG0123,2
17545,PG0123,6
17546,PG0123,3
17551,PG0123,2
17552,PG0123,2
17554,PG0123,4
17555,PG0123,6
17556,PG0123,5
17558,PG0123,3
17560,PG0060,7
17561,PG0061,2
17563,PG0060,4
17566,PG0060,1
17567,PG0061,6
17571,PG0060,1
17573,PG0061,6
17574,PG0060,3
17575,PG0061,5
17579,PG0061,1
17580,PG0060,3
17582,PG0060,1
17585,PG0061,183
17586,PG0060,3
17587,PG0060,5
17589,PG0061,3
17591,PG0061,3
17595,PG0060,3
17596,PG0061,3
17597,PG0060,2
17599,PG0061,7
17606,PG0060,3
17607,PG0061,3
17609,PG0060,3
17611,PG0060,5
17614,PG0061,6
17615,PG0061,3
17616,PG0060,2
17617,PG0061,4
17618,PG0060,3
17621,PG0061,5
17623,PG0060,4
17628,PG0060,3
17634,PG0061,3
17635,PG0060,3
17636,PG0061,4
17637,PG0060,5
17638,PG0060,4
17640,PG0061,178
17641,PG0060,3
17642,PG0061,3
17645,PG0060,1
17652,PG0060,2
17653,PG0061,1
17656,PG0060,2
17658,PG0061,8
17660,PG0060,5
17666,PG0061,2
17668,PG0061,3
17670,PG0061,2
17671,PG0061,3
17672,PG0060,2
17673,PG0060,4
17674,PG0061,4
17677,PG0061,1
17678,PG0060,5
17680,PG0060,1
17681,PG0061,4
17684,PG0253,4
17688,PG0253,4
17692,PG0253,3
17693,PG0253,3
17694,PG0253,2
17697,PG0253,5
17698,PG0253,1
17699,PG0253,4
17701,PG0253,4
17703,PG0253,6
17704,PG0253,1
17708,PG0253,2
17711,PG0253,4
17712,PG0253,3
17713,PG0253,5
17714,PG0253,2
17717,PG0253,5
17718,PG0253,3
17719,PG0253,1
17720,PG0253,2
17722,PG0253,1
17726,PG0253,1
17728,PG0253,3
17730,PG0253,3
17731,PG0253,3
17732,PG0253,4
17734,PG0253,4
17738,PG0253,1
17740,PG0253,2
17745,PG0026,3
17746,PG0026,3
17747,PG0026,2
17749,PG0026,2
17751,PG0026,3
17752,PG0349,3
17754,PG0349,1
17757,PG0349,3
17763,PG0372,2
17764,PG0372,3
17765,PG0372,5
17767,PG0372,4
17770,PG0372,5
17772,PG0372,3
17774,PG0372,2
17778,PG0372,1
17780,PG0372,3
17781,PG0372,1
17782,PG0372,1
17783,PG0372,3
17784,PG0372,5
17789,PG0023,3
17790,PG0023,5
17792,PG0023,2
17793,PG0023,4
17797,PG0023,3
17802,PG0023,4
17803,PG0023,3
17805,PG0023,2
17807,PG0023,2
17808,PG0023,2
17811,PG0023,8
17813,PG0023,3
17816,PG0115,2
17818,PG0115,2
17820,PG0115,5
17823,PG0115,5
17824,PG0115,216
17825,PG0115,3
17827,PG0115,4
17829,PG0115,3
17830,PG0115,5
17833,PG0115,6
17834,PG0115,1
17836,PG0115,3
17837,PG0115,1
17838,PG0115,1
17840,PG0115,4
17848,PG0115,188
17851,PG0115,3
17852,PG0115,2
17853,PG0115,2
17856,PG0115,4
17861,PG0115,2
17862,PG0115,2
17864,PG0115,217
17865,PG0115,1
17867,PG0115,7
17868,PG0115,5
17870,PG0115,6
17872,PG0115,3
17873,PG0115,4
17877,PG0006,5
17878,PG0006,2
17881,PG0006,3
17882,PG0006,2
17884,PG0006,4
17886,PG0006,3
17887,PG0006,158
17889,PG0006,6
17890,PG0006,2
17892,PG0006,2
17894,PG0006,6
17896,PG0006,6
17899,PG0006,6
17901,PG0282,2
17902,PG0282,2
17904,PG0282,3
17906,PG0282,4
17907,PG0282,4
17909,PG0282,10
17910,PG0282,2
17911,PG0282,2
17913,PG0282,2
17917,PG0282,2
17920,PG0282,3
17921,PG0282,3
17922,PG0282,2
17923,PG0282,4
17924,PG0282,2
17925,PG0282,3
17927,PG0282,2
17929,PG0282,2
17931,PG0282,4
17937,PG0282,4
17939,PG0282,3
17945,PG0282,5
17946,PG0282,4
17947,PG0282,2
17948,PG0282,4
17949,PG0282,2
17951,PG0282,1
17952,PG0282,1
17955,PG0282,7
17957,PG0282,4
17962,PG0580,6
17963,PG0580,3
17964,PG0580,5
17969,PG0580,5
17971,PG0169,2
17972,PG0169,2
17973,PG0169,3
17975,PG0169,3
17976,PG0169,3
17977,PG0169,2
17978,PG0169,4
17980,PG0169,2
17981,PG0169,5
17982,PG0169,6
17983,PG0169,4
17984,PG0169,1
17990,PG0169,2
17991,PG0169,7
17994,PG0169,2
17995,PG0169,2
17996,PG0169,2
18000,PG0169,5
18005,PG0169,3
18007,PG0169,1
18010,PG0169,3
18011,PG0169,5
18013,PG0169,3
18014,PG0169,4
18024,PG0169,6
18026,PG0169,5
18027,PG0169,3
18029,PG0169,1
18034,PG0704,6
18035,PG0704,4
18038,PG0704,2
18039,PG0704,1
18043,PG0704,4
18044,PG0704,3
18048,PG0704,4
18050,PG0704,2
18052,PG0704,2
18053,PG0704,4
18054,PG0704,1
18056,PG0704,2
18058,PG0704,2
18064,PG0704,3
18066,PG0704,4
18068,PG0704,3
18069,PG0704,4
18071,PG0704,1
18073,PG0704,3
18078,PG0704,3
18079,PG0704,4
18080,PG0704,1
18082,PG0704,192
18084,PG0704,6
18086,PG0704,3
18088,PG0704,218
18089,PG0704,3
18090,PG0704,5
18092,PG0704,3
18095,PG0582,3
18098,PG0582,2
18099,PG0582,158
18105,PG0582,2
18106,PG0582,8
18109,PG0582,1
18110,PG0582,1
18112,PG0399,3
18113,PG0398,1
18114,PG0398,3
18115,PG0399,3
18116,PG0399,1
18117,PG0399,6
18118,PG0398,1
18119,PG0398,6
18127,PG0399,1
18129,PG0399,4
18131,PG0398,4
18132,PG0399,2
18133,PG0398,8
18139,PG0398,2
18140,PG0399,3
18141,PG0398,6
18142,PG0399,3
18144,PG0399,197
18145,PG0399,7
18146,PG0398,6
18147,PG0398,3
18148,PG0398,4
18149,PG0399,1
18152,PG0398,4
18155,PG0398,2
18157,PG0399,3
18158,PG0398,3
18159,PG0399,197
18162,PG0399,2
18163,PG0398,2
18167,PG0399,2
18168,PG0398,2
18169,PG0398,2
18173,PG0399,1
18175,PG0398,4
18179,PG0399,3
18180,PG0399,1
18181,PG0398,6
18185,PG0398,3
18186,PG0398,3
18187,PG0399,3
18191,PG0399,2
18192,PG0398,5
18196,PG0398,2
18197,PG0399,153
18199,PG0398,2
18200,PG0399,3
18206,PG0398,3
18207,PG0399,5
18209,PG0398,2
18212,PG0398,2
18213,PG0399,3
18214,PG0398,1
18217,PG0399,2
18219,PG0399,1
18221,PG0399,2
18223,PG0398,2
18226,PG0398,3
18229,PG0398,3
18234,PG0145,6
18235,PG0145,3
18236,PG0145,2
18242,PG0145,2
18243,PG0145,2
18245,PG0145,2
18246,PG0145,1
18247,PG0145,6
18249,PG0145,2
18252,PG0145,2
18254,PG0145,5
18257,PG0145,5
18258,PG0145,1
18259,PG0520,6
18262,PG0520,4
18264,PG0520,1
18266,PG0520,4
18270,PG0520,1
18272,PG0520,4
18274,PG0520,2
18276,PG0520,4
18277,PG0585,2
18280,PG0586,4
18282,PG0585,3
18283,PG0586,4
18284,PG0585,1
18286,PG0585,2
18288,PG0586,1
18290,PG0586,2
18292,PG0585,2
18294,PG0585,2
18295,PG0586,4
18296,PG0585,1
18297,PG0586,2
18300,PG0586,4
18301,PG0585,2
18303,PG0586,4
18304,PG0585,4
18310,PG0585,167
18311,PG0586,7
18312,PG0585,5
18313,PG0586,3
18325,PG0585,5
18327,PG0586,3
18330,PG0585,2
18331,PG0585,2
18332,PG0586,4
18335,PG0586,4
18336,PG0586,3
18337,PG0585,2
18342,PG0586,199
18343,PG0585,6
18344,PG0586,5
18347,PG0585,4
18348,PG0585,2
18350,PG0586,2
18355,PG0586,1
18356,PG0585,6
18357,PG0585,3
18359,PG0585,5
18360,PG0586,3
18365,PG0585,7
18366,PG0586,2
18367,PG0586,2
18368,PG0585,6
18378,PG0586,6
18379,PG0585,1
18381,PG0586,6
18382,PG0586,1
18383,PG0585,1
18384,PG0586,4
18387,PG0585,5
18388,PG0585,3
18389,PG0586,1
18390,PG0585,1
18391,PG0586,5
18392,PG0585,213
18394,PG0586,183
18395,PG0585,5
18398,PG0586,1
18400,PG0702,2
18403,PG0702,3
18404,PG0702,2
18405,PG0702,3
18408,PG0313,2
18409,PG0313,4
18411,PG0313,230
18412,PG0313,4
18413,PG0313,197
18416,PG0313,1
18417,PG0313,2
18418,PG0313,4
18424,PG0313,4
18425,PG0070,2
18427,PG0070,2
18429,PG0070,2
18430,PG0070,2
18433,PG0070,1
18435,PG0070,4
18436,PG0070,2
18437,PG0070,2
18438,PG0070,4
18441,PG0070,5
18443,PG0070,3
18444,PG0070,7
18450,PG0070,2
18451,PG0070,185
18452,PG0070,7
18456,PG0070,4
18459,PG0070,1
18461,PG0070,3
18462,PG0070,5
18466,PG0070,3
18467,PG0070,1
18469,PG0070,1
18474,PG0070,2
18476,PG0070,3
18477,PG0070,2
18478,PG0070,3
18481,PG0070,4
18483,PG0070,5
18484,PG0070,4
18485,PG0070,1
18488,PG0490,2
18490,PG0490,2
18491,PG0490,5
18493,PG0490,1
18494,PG0165,4
18498,PG0165,4
18501,PG0165,1
18502,PG0165,1
18503,PG0165,3
18504,PG0165,162
18505,PG0165,2
18506,PG0165,5
18513,PG0165,3
18514,PG0165,4
18518,PG0165,8
18519,PG0165,3
18520,PG0165,2
18521,PG0165,3
18524,PG0165,3
18525,PG0165,1
18526,PG0165,2
18530,PG0165,3
18532,PG0165,4
18537,PG0165,2
18538,PG0165,1
18540,PG0165,4
18543,PG0165,4
18544,PG0165,2
18545,PG0165,4
18548,PG0165,186
18549,PG0165,3
18551,PG0165,4
18555,PG0292,4
18559,PG0292,4
18560,PG0292,1
18564,PG0292,2
18565,PG0292,2
18566,PG0292,4
18571,PG0292,1
18572,PG0292,3
18573,PG0292,183
18577,PG0292,1
18578,PG0292,6
18579,PG0292,1
18582,PG0292,5
18586,PG0292,2
18587,PG0292,202
18589,PG0292,2
18591,PG0292,3
18594,PG0292,2
18595,PG0292,5
18598,PG0292,4
18600,PG0292,1
18603,PG0292,1
18604,PG0292,2
18606,PG0292,3
18609,PG0292,6
18611,PG0292,2
18612,PG0292,186
18613,PG0292,2
18614,PG0292,3
18619,PG0624,6
18620,PG0624,3
18622,PG0624,4
18623,PG0624,4
18626,PG0624,1
18627,PG0624,1
18631,PG0624,3
18632,PG0624,8
18635,PG0535,3
18636,PG0536,2
18637,PG0535,7
18641,PG0535,5
18651,PG0535,3
18652,PG0536,4
18654,PG0536,3
18656,PG0535,2
18657,PG0535,4
18659,PG0536,4
18660,PG0536,4
18661,PG0535,188
18663,PG0535,2
18664,PG0535,3
18669,PG0535,2
18670,PG0536,3
18671,PG0536,1
18673,PG0536,3
18675,PG0535,4
18676,PG0536,2
18677,PG0536,3
18680,PG0535,1
18682,PG0535,4
18683,PG0536,5
18686,PG0535,3
18688,PG0536,2
18689,PG0535,2
18690,PG0535,4
18695,PG0536,4
18696,PG0535,2
18699,PG0536,2
18702,PG0536,3
18703,PG0536,2
18704,PG0536,182
18705,PG0535,3
18706,PG0535,7
18707,PG0536,3
18712,PG0535,6
18715,PG0535,3
18716,PG0536,5
18721,PG0536,2
18722,PG0536,2
18723,PG0536,2
18724,PG0535,4
18728,PG0535,5
18732,PG0535,2
18735,PG0536,1
18736,PG0536,4
18739,PG0536,1
18741,PG0535,5
18743,PG0535,4
18744,PG0535,1
18746,PG0536,5
18747,PG0536,6
18748,PG0535,1
18752,PG0536,5
18755,PG0536,3
18759,PG0633,3
18762,PG0633,5
18763,PG0633,2
18766,PG0633,7
18769,PG0633,1
18770,PG0633,2
18772,PG0633,3
18774,PG0633,2
18775,PG0633,3
18776,PG0633,4
18778,PG0633,3
18781,PG0633,3
18783,PG0633,3
18784,PG0633,3
18785,PG0633,4
18789,PG0633,1
18793,PG0633,2
18794,PG0633,3
18796,PG0633,5
18797,PG0633,6
18798,PG0633,3
18800,PG0633,4
18801,PG0633,2
18802,PG0633,1
18807,PG0633,5
18808,PG0633,2
18809,PG0633,3
18810,PG0633,178
18812,PG0633,3
18814,PG0633,1
18815,PG0633,5
18817,PG0263,4
18819,PG0264,2
18820,PG0264,4
18827,PG0263,2
18828,PG0263,3
18829,PG0264,2
18832,PG0263,5
18836,PG0264,5
18840,PG0263,6
18841,PG0264,1
18843,PG0263,4
18844,PG0263,2
18845,PG0264,5
18846,PG0264,9
18847,PG0263,1
18857,PG0264,2
18858,PG0263,5
18859,PG0264,6
18860,PG0263,1
18862,PG0263,2
18863,PG0263,3
18865,PG0263,4
18866,PG0264,2
18867,PG0263,187
18868,PG0264,2
18869,PG0264,2
18870,PG0263,4
18874,PG0264,1
18875,PG0263,232
18876,PG0264,2
18882,PG0264,1
18883,PG0263,4
18884,PG0264,2
18893,PG0263,5
18894,PG0264,155
18897,PG0263,1
18898,PG0264,222
18899,PG0263,4
18900,PG0264,1
18906,PG0264,4
18907,PG0263,3
18911,PG0264,2
18912,PG0263,202
18913,PG0264,4
18923,PG0264,8
18924,PG0263,2
18925,PG0263,5
18928,PG0264,5
18929,PG0263,3
18930,PG0263,3
18931,PG0264,3
18933,PG0264,3
18934,PG0263,237
18935,PG0263,2
18936,PG0264,2
18937,PG0264,3
18938,PG0263,3
18939,PG0275,2
18940,PG0275,2
18941,PG0275,4
18942,PG0275,2
18946,PG0275,2
18949,PG0275,4
18951,PG0275,4
18954,PG0275,3
18957,PG0275,3
18958,PG0275,9
18959,PG0275,1
18960,PG0275,2
18961,PG0275,4
18964,PG0275,1
18965,PG0275,3
18968,PG0275,1
18971,PG0275,3
18973,PG0275,2
18975,PG0275,2
18982,PG0275,3
18983,PG0275,3
18984,PG0275,1
18985,PG0275,3
18986,PG0275,2
18987,PG0275,4
18989,PG0275,4
18991,PG0275,4
18995,PG0275,3
18997,PG0275,3
18998,PG0275,1
19000,PG0435,3
19001,PG0435,2
19004,PG0435,4
19005,PG0435,1
19008,PG0314,1
19009,PG0314,4
19014,PG0314,3
19015,PG0314,2
19016,PG0314,156
19019,PG0314,3
19020,PG0314,6
19021,PG0314,4
19022,PG0314,2
19029,PG0081,3
19030,PG0081,3
19031,PG0081,5
19034,PG0081,4
19036,PG0081,3
19037,PG0081,1
19038,PG0081,4
19039,PG0081,3
19042,PG0081,2
19044,PG0270,1
19046,PG0270,2
19047,PG0270,4
19048,PG0270,7
19050,PG0270,2
19051,PG0270,4
19058,PG0270,5
19059,PG0270,2
19062,PG0270,5
19064,PG0270,3
19067,PG0270,2
19070,PG0662,5
19075,PG0662,2
19077,PG0662,4
19078,PG0662,1
19079,PG0662,3
19081,PG0662,1
19082,PG0662,2
19083,PG0662,4
19085,PG0662,3
19087,PG0042,2
19090,PG0042,2
19092,PG0042,1
19094,PG0042,3
19095,PG0042,4
19097,PG0042,3
19099,PG0042,6
19100,PG0042,4
19101,PG0042,2
19105,PG0537,3
19106,PG0537,4
19107,PG0538,5
19108,PG0537,2
19115,PG0537,3
19117,PG0538,2
19118,PG0538,3
19120,PG0537,4
19123,PG0538,1
19124,PG0537,4
19131,PG0538,4
19134,PG0538,5
19135,PG0537,5
19138,PG0537,4
19139,PG0538,4
19140,PG0538,4
19142,PG0537,3
19143,PG0537,3
19145,PG0538,2
19146,PG0537,4
19147,PG0538,3
19148,PG0537,6
19150,PG0537,5
19151,PG0538,4
19152,PG0537,1
19153,PG0537,3
19156,PG0538,5
19163,PG0537,1
19164,PG0538,4
19169,PG0538,9
19170,PG0537,2
19171,PG0537,4
19172,PG0538,193
19173,PG0538,3
19174,PG0537,3
19175,PG0537,1
19177,PG0538,2
19183,PG0537,2
19184,PG0538,3
19192,PG0538,3
19193,PG0538,4
19194,PG0537,1
19200,PG0538,4
19201,PG0537,3
19202,PG0537,7
19203,PG0538,4
19204,PG0537,5
19205,PG0538,2
19212,PG0538,3
19213,PG0537,3
19214,PG0538,3
19215,PG0537,236
19216,PG0537,2
19217,PG0538,3
19218,PG0538,187
19223,PG0538,2
19224,PG0537,2
19225,PG0538,2
19226,PG0537,3
19227,PG0510,4
19228,PG0510,1
19230,PG0510,3
19231,PG0510,1
19235,PG0510,1
19236,PG0510,2
19239,PG0510,8
19241,PG0510,137
19245,PG0510,1
19247,PG0510,2
19255,PG0510,1
19257,PG0510,3
19260,PG0510,5
19261,PG0510,5
19262,PG0510,3
19263,PG0510,5
19264,PG0510,3
19266,PG0510,1
19268,PG0510,4
19269,PG0510,4
19271,PG0510,6
19272,PG0510,4
19273,PG0510,5
19275,PG0510,3
19277,PG0510,1
19278,PG0510,2
19279,PG0510,5
19281,PG0510,4
19283,PG0510,2
19285,PG0510,191
19288,PG0300,4
19289,PG0300,2
19290,PG0300,3
19291,PG0300,4
19292,PG0300,5
19293,PG0300,3
19297,PG0300,3
19299,PG0300,1
19300,PG0300,3
19301,PG0300,213
19302,PG0300,3
19303,PG0300,2
19306,PG0300,6
19307,PG0300,4
19314,PG0300,2
19319,PG0300,3
19323,PG0300,1
19324,PG0300,5
19326,PG0300,2
19330,PG0300,3
19333,PG0300,3
19335,PG0300,5
19339,PG0300,4
19340,PG0300,3
19341,PG0300,2
19343,PG0300,2
19344,PG0300,4
19345,PG0300,5
19346,PG0300,5
19347,PG0300,4
19348,PG0300,5
19351,PG0524,1
19354,PG0524,2
19355,PG0524,5
19357,PG0524,2
19358,PG0524,5
19361,PG0524,2
19362,PG0524,5
19363,PG0524,3
19365,PG0524,3
19369,PG0306,2
19370,PG0306,1
19371,PG0306,2
19372,PG0306,1
19378,PG0306,5
19379,PG0306,1
19380,PG0306,3
19384,PG0306,3
19385,PG0306,4
19386,PG0306,7
19388,PG0306,3
19389,PG0306,2
19390,PG0306,6
19391,PG0306,3
19392,PG0306,194
19393,PG0306,4
19395,PG0306,3
19398,PG0306,1
19401,PG0306,4
19405,PG0306,1
19407,PG0306,1
19408,PG0306,6
19413,PG0306,3
19416,PG0306,4
19417,PG0306,2
19418,PG0306,3
19420,PG0306,2
19423,PG0306,1
19424,PG0306,6
19427,PG0306,1
19428,PG0033,2
19430,PG0033,3
19431,PG0033,3
19435,PG0033,1
19439,PG0033,2
19440,PG0033,6
19442,PG0033,3
19445,PG0533,3
19446,PG0533,2
19447,PG0533,5
19448,PG0533,2
19453,PG0533,1
19455,PG0533,4
19456,PG0533,4
19457,PG0533,2
19458,PG0533,1
19461,PG0533,2
19462,PG0533,6
19469,PG0533,7
19473,PG0533,3
19475,PG0533,7
19476,PG0533,1
19477,PG0533,4
19478,PG0533,4
19480,PG0533,3
19481,PG0533,1
19483,PG0533,3
19484,PG0533,3
19485,PG0533,2
19490,PG0533,2
19491,PG0533,2
19492,PG0533,3
19499,PG0533,3
19500,PG0533,3
19503,PG0533,5
19504,PG0533,1
19505,PG0533,1
19506,PG0333,4
19509,PG0333,2
19511,PG0333,5
19513,PG0333,2
19515,PG0333,1
19518,PG0333,2
19520,PG0333,1
19521,PG0333,3
19522,PG0333,5
19525,PG0121,1
19528,PG0121,1
19530,PG0121,3
19531,PG0121,3
19533,PG0121,4
19534,PG0121,2
19535,PG0121,197
19537,PG0121,183
19541,PG0121,2
19543,PG0121,4
19546,PG0121,3
19551,PG0121,2
19552,PG0121,4
19553,PG0121,2
19555,PG0121,5
19557,PG0121,3
19558,PG0121,1
19560,PG0121,4
19561,PG0121,7
19563,PG0121,2
19565,PG0121,4
19567,PG0121,2
19571,PG0121,2
19572,PG0121,3
19574,PG0121,6
19575,PG0121,1
19576,PG0121,173
19580,PG0121,3
19581,PG0121,192
19586,PG0391,1
19587,PG0391,1
19591,PG0391,2
19593,PG0391,238
19598,PG0391,1
19599,PG0391,2
19600,PG0391,5
19601,PG0391,2
19602,PG0391,2
19604,PG0391,3
19606,PG0391,4
19612,PG0391,2
19616,PG0391,1
19618,PG0391,4
19619,PG0391,239
19621,PG0391,3
19624,PG0391,4
19625,PG0391,4
19626,PG0391,4
19627,PG0391,2
19628,PG0391,5
19632,PG0391,5
19633,PG0391,3
19635,PG0391,5
19636,PG0391,3
19637,PG0391,2
19639,PG0391,2
19641,PG0391,2
19643,PG0391,2
19645,PG0391,4
19647,PG0344,3
19650,PG0344,3
19653,PG0344,3
19657,PG0344,5
19659,PG0344,218
19660,PG0344,2
19662,PG0344,6
19665,PG0700,3
19668,PG0700,3
19670,PG0700,4
19673,PG0700,4
19676,PG0700,1
19678,PG0700,4
19680,PG0700,2
19681,PG0700,2
19689,PG0700,3
19690,PG0700,3
19692,PG0700,3
19693,PG0700,3
19694,PG0700,2
19695,PG0700,4
19696,PG0700,3
19697,PG0700,195
19698,PG0700,3
19702,PG0700,2
19704,PG0700,4
19705,PG0700,3
19707,PG0700,2
19708,PG0700,1
19710,PG0700,4
19712,PG0700,5
19714,PG0700,4
19715,PG0700,2
19720,PG0700,2
19721,PG0700,5
19723,PG0700,1
19724,PG0035,5
